State,Institution,Type of Discrimination,Investigation Open Date
Texas,TEXAS A AND M UNIVERSITY - COMMERCE,Title IX - Sexual Harassment,2021-11-03
Texas,TEXAS CHIROPRACTIC COLLEGE,Title VI - Racial Harassment,2024-02-16
Texas,TEXAS CHIROPRACTIC COLLEGE,Title IX - Denial of Benefits,2024-02-16
Texas,TEXAS STATE UNIVERSITY-SAN MARCOS,Disability - Retaliation,2023-03-03
Texas,TEXAS STATE UNIVERSITY-SAN MARCOS,Title VI - Others,2023-06-29
Texas,TEXAS STATE UNIVERSITY-SAN MARCOS,Title IX - Sexual Violence,2021-04-14
Texas,TEXAS TECH UNIVERSITY,Title VI - Denial of Benefits,2022-12-20
Texas,TEXAS TECH UNIVERSITY,Title IX - Single Sex Campus Programs,2023-04-28
Texas,TEXAS TEXAS UNIVERSITY - HEALTH SCIENCES CENTER,Disability - Academic Adjustments,2023-07-18
Texas,TEXAS SOUTHERN UNIVERSITY,Disability - Retaliation,2022-09-06
Texas,TEXAS STATE UNIVERSITY - SAN MARCOS,Disability - Academic Adjustments,2022-08-05
Texas,TEXAS STATE UNIVERSITY-SAN MARCOS,Disability - Academic Adjustments,2023-03-03
Texas,TEXAS A & M UNIVERSITY - MAIN CAMPUS,Title IX - Sexual Violence,2023-12-06
Texas,TEXAS WOMAN'S UNIVERSITY,Disability - Academic Adjustments,2021-11-04
Texas,TEXAS WOMAN'S UNIVERSITY,Disability - Retaliation,2021-11-04
Texas,TEXAS WOMAN'S UNIVERSITY,Title VI - Admissions,2023-01-30
Texas,TEXAS SOUTHERN UNIVERSITY,Disability - Denial of Benefits,2022-09-06
Texas,THE UNIVERSITY OF TEXAS AT SAN ANTONIO,Disability - Accessibility,2022-07-18
Texas,THE UNIVERSITY OF TEXAS AT SAN ANTONIO,Disability - Denial of Benefits,2023-01-20
Texas,THE UNIVERSITY OF TEXAS AT SAN ANTONIO,Disability - Retaliation,2023-01-20
Texas,THE UNIVERSITY OF TEXAS AT SAN ANTONIO,Title IX - Denial of Benefits,2023-03-07
Texas,THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER,Disability - Academic Adjustments,2023-03-24
Texas,THE UNIVERSITY OF TEXAS PERMIAN BASIN,Title IX - Athletics,2021-11-23
Texas,THE UNIVERSITY OF TEXAS PERMIAN BASIN,Title IX - Retaliation,2021-11-23
Texas,THE UNIVERSITY OF TEXAS AT ARLINGTON,Title IX - Single Sex Campus Programs,2021-11-17
Texas,THE UNIVERSITY OF TEXAS AT ARLINGTON,Title IX - Single Sex Scholarships,2020-05-07
Texas,THE UNIVERSITY OF TEXAS AT DALLAS,Title IX - Retaliation,2023-08-14
Texas,THE UNIVERSITY OF TEXAS AT DALLAS,Title IX - Sexual Harassment,2023-04-18
Texas,THE UNIVERSITY OF TEXAS AT ARLINGTON,Disability - Retaliation,2021-12-20
Texas,THE UNIVERSITY OF TEXAS AT ARLINGTON,Title VI - Denial of Benefits,2021-12-20
Texas,TEXAS WOMAN'S UNIVERSITY SYSTEM,Title IX - Others,2023-02-10
Texas,TEXAS WOMAN'S UNIVERSITY SYSTEM,Title IX - Single Sex Campus Programs,2023-02-10
Texas,TEXAS WOMAN'S UNIVERSITY SYSTEM,Title IX - Single Sex Scholarships,2023-02-10
Texas,THE UNIVERSITY OF TEXAS AT ARLINGTON,Disability - Academic Adjustments,2021-12-20
Texas,TEXAS WOMAN'S UNIVERSITY,Title VI - Retaliation,2021-11-04
Texas,TEXAS WOMAN'S UNIVERSITY SYSTEM,Title IX - Athletics,2023-02-10
Texas,UNIVERSITY OF DALLAS,Disability - Retaliation,2023-12-27
Texas,UNIVERSITY OF HOUSTON - CLEAR LAKE,Disability - Academic Adjustments,2023-01-26
Texas,UNIVERSITY OF HOUSTON - MAIN CAMPUS,Disability - Academic Adjustments,2019-03-06
Texas,UNIVERSITY OF DALLAS,Disability - Academic Adjustments,2022-12-30
Texas,UNIVERSITY OF DALLAS,Disability - Academic Adjustments,2023-12-27
Texas,UNIVERSITY OF DALLAS,Disability - Accessibility,2022-12-30
Texas,UNIVERSITY OF DALLAS,Disability - FAPE,2022-12-30
Texas,UNIVERSITY OF DALLAS,Disability - Retaliation,2022-12-30
Texas,TYLER JUNIOR COLLEGE,Title IX - Others,2022-03-10
Texas,TYLER JUNIOR COLLEGE,Title IX - Retaliation,2022-03-10
Texas,TRINITY UNIVERSITY,Title IX - Sexual Violence,2015-07-31
Texas,TRINITY UNIVERSITY,Disability - Academic Adjustments,2022-05-05
Texas,TRINITY UNIVERSITY,Disability - Denial of Benefits,2022-05-05
Texas,UNIVERSITY OF MARY HARDIN-BAYLOR,Title VI - Racial Harassment,2022-10-17
Texas,UNIVERSITY OF MARY HARDIN-BAYLOR,Title IX - Procedural Requirements,2022-10-17
Texas,UNIVERSITY OF NORTH TEXAS - DENTON,Disability - Accessibility,2023-04-18
Texas,UNIVERSITY OF NORTH TEXAS - DENTON,Title VI - Racial Harassment,2017-04-19
Texas,UNIVERSITY OF NORTH TEXAS - DENTON,Title IX - Sexual Violence,2016-09-06
Texas,UNIVERSITY OF NORTH TEXAS - DENTON,Title IX - Single Sex Campus Programs,2023-01-20
Texas,UNIVERSITY OF TEXAS - AUSTIN,Disability - Academic Adjustments,2021-07-21
Texas,UNIVERSITY OF TEXAS - AUSTIN,Disability - Academic Adjustments,2022-02-17
Texas,UNIVERSITY OF TEXAS - AUSTIN,Disability - Academic Adjustments,2023-05-31
Texas,UNIVERSITY OF TEXAS - AUSTIN,Disability - Accessibility,2021-08-05
Texas,UNIVERSITY OF TEXAS - AUSTIN,Disability - Accessibility,2022-03-28
Texas,UNIVERSITY OF TEXAS - AUSTIN,Disability - Denial of Benefits,2022-03-28
Texas,UNIVERSITY OF HOUSTON - MAIN CAMPUS,Disability - Disability Harassment,2019-03-06
Texas,UNIVERSITY OF HOUSTON - MAIN CAMPUS,Disability - Retaliation,2019-03-06
Texas,UNIVERSITY OF HOUSTON - MAIN CAMPUS,Title IX - Single Sex Scholarships,2021-11-16
Texas,UNIVERSITY OF MARY HARDIN-BAYLOR,Title VI - Denial of Benefits,2021-03-26
Texas,UNIVERSITY OF NORTH TEXAS - DENTON,Title IX - Retaliation,2023-10-18
Texas,UNIVERSITY OF NORTH TEXAS - DENTON,Title IX - Sexual Harassment,2017-04-19
Texas,UNIVERSITY OF NORTH TEXAS - DENTON,Title VI - Retaliation,2017-04-19
Texas,UNIVERSITY OF NORTH TEXAS - DENTON,Title IX - Retaliation,2016-09-06
Texas,UNIVERSITY OF TEXAS - AUSTIN,Disability - Denial of Benefits,2023-05-31
Texas,UNIVERSITY OF TEXAS - AUSTIN,Disability - Disability Harassment,2021-07-21
Texas,UNIVERSITY OF TEXAS - AUSTIN,Disability - Disability Harassment,2023-05-31
Texas,UNIVERSITY OF TEXAS - AUSTIN,Disability - Retaliation,2023-05-31
Texas,UNIVERSITY OF TEXAS - AUSTIN,Title VI - Racial Harassment,2022-08-05
Texas,UNIVERSITY OF TEXAS - AUSTIN,Title VI - Retaliation,2022-08-05
Texas,UNIVERSITY OF TEXAS - AUSTIN,Title IX - Denial of Benefits,2018-06-15
Texas,UNIVERSITY OF TEXAS - AUSTIN,Title IX - Retaliation,2018-06-15
Texas,WEST TEXAS A & M UNIVERSITY,Title IX - Retaliation,2023-02-03
Texas,WHARTON COUNTY JUNIOR COLLEGE,Disability - Academic Adjustments,2021-06-02
Texas,UNIVERSITY OF TEXAS - AUSTIN,Title IX - Single Sex Scholarships,2023-06-27
Texas,UNIVERSITY OF THE INCARNATE WORD,Title IX - Single Sex Campus Programs,2023-03-10
Texas,UNIVERSITY OF TEXAS - AUSTIN,Title IX - Single Sex Campus Programs,2023-06-27
Texas,UNIVERSITY OF TEXAS - AUSTIN,Title IX - Single Sex Scholarships,2020-05-13
Texas,UNIVERSITY OF TEXAS - AUSTIN,Title IX - Single Sex Scholarships,2022-05-23
Texas,UNIVERSITY OF TEXAS - AUSTIN,Title IX - Retaliation,2018-10-05
Texas,UNIVERSITY OF TEXAS - AUSTIN,Title IX - Single Sex Campus Programs,2021-11-10
Texas,UNIVERSITY OF TEXAS - AUSTIN,Title IX - Single Sex Campus Programs,2022-05-23
Texas,WHARTON COUNTY JUNIOR COLLEGE,Disability - Retaliation,2021-03-10
Texas,WHARTON COUNTY JUNIOR COLLEGE,Disability - Retaliation,2021-06-02
Texas,WHARTON COUNTY JUNIOR COLLEGE,Disability - Disability Harassment,2021-03-10
Utah,FORTIS COLLEGE,Disability - Academic Adjustments,2021-03-08
Utah,UTAH VALLEY UNIVERSITY,Disability - Denial of Benefits,2024-01-23
Utah,WESTERN GOVERNORS UNIVERSITY,Disability - Denial of Benefits,2024-02-16
Utah,WESTMINSTER COLLEGE,Title IX - Retaliation,2022-02-18
Utah,WESTMINSTER COLLEGE,Title IX - Sexual Harassment,2022-02-18
Utah,SALT LAKE COMMUNITY COLLEGE,Title IX - Single Sex Scholarships,2020-05-27
Utah,UTAH STATE UNIVERSITY,Title IX - Single Sex Scholarships,2022-09-28
Utah,THE BARBER SCHOOL,Disability - Academic Adjustments,2024-01-10
Utah,THE BARBER SCHOOL,Title IX - Others,2024-01-10
Utah,UNIVERSITY OF UTAH,Title IX - Denial of Benefits,2018-03-20
Utah,UNIVERSITY OF UTAH,Title IX - Procedural Requirements,2018-03-20
Utah,UNIVERSITY OF UTAH,Title IX - Retaliation,2018-03-20
Vermont,MIDDLEBURY COLLEGE,Title IX - Single Sex Campus Programs,2021-12-06
Vermont,COMMUNITY COLLEGE OF VERMONT,Disability - Accessibility - Website/Online Courses,2022-05-23
Vermont,COMMUNITY COLLEGE OF VERMONT,Disability - Effective Communication,2022-05-23
Vermont,VERMONT TECHNICAL COLLEGE,Title IX - Single Sex Scholarships,2020-03-03
Vermont,VERMONT LAW AND GRADUATE SCHOOL,Disability - Accessibility,2023-03-06
U.S. Virgin Islands,UNIVERSITY OF THE VIRGIN ISLANDS,Title IX - Retaliation,2017-10-23
U.S. Virgin Islands,UNIVERSITY OF THE VIRGIN ISLANDS,Age - Retaliation,2017-10-23
U.S. Virgin Islands,UNIVERSITY OF THE VIRGIN ISLANDS,Title VI - Retaliation,2017-04-19
U.S. Virgin Islands,UNIVERSITY OF THE VIRGIN ISLANDS,Title VI - Retaliation,2017-10-23
Virginia,ALBC SCHOOL OF BARBERING AND COSMETOLOGY- PETERSBU,Disability - Academic Adjustments,2022-02-28
Virginia,ALBC SCHOOL OF BARBERING AND COSMETOLOGY- PETERSBU,Title IX - Gender Harassment,2022-02-28
Virginia,BLUEFIELD UNIVERSITY,Disability - Denial of Benefits,2022-10-19
Virginia,BLUEFIELD COLLEGE,Title IX - Athletics,2018-05-10
Virginia,BLUEFIELD UNIVERSITY,Disability - Academic Adjustments,2022-10-19
Virginia,CHRISTOPHER NEWPORT UNIVERSITY,Disability - Academic Adjustments,2018-09-05
Virginia,CHRISTOPHER NEWPORT UNIVERSITY,Disability - Retaliation,2018-09-05
Virginia,EDWARD VIA VIRGINIA COLLEGE OF OSTEOPATHIC MEDICIN,Disability - Retaliation,2020-07-14
Virginia,DIVINE MERCY UNIVERSITY,Title IX - Retaliation,2023-12-28
Virginia,EASTERN VIRGINIA CAREER COLLEGE,Title IX - Others,2021-07-07
Virginia,EASTERN VIRGINIA CAREER COLLEGE,Title IX - Procedural Requirements,2021-07-07
Virginia,DIVINE MERCY UNIVERSITY,Disability - Denial of Benefits,2023-12-28
Virginia,DIVINE MERCY UNIVERSITY,Title IX - Procedural Requirements,2023-12-28
Virginia,COLLEGE OF WILLIAM AND MARY,Title IX - Retaliation,2017-08-15
Virginia,COLLEGE OF WILLIAM AND MARY,Title IX - Sexual Violence,2017-08-15
Virginia,COLLEGE OF WILLIAM AND MARY,Title IX - Single Sex Campus Programs,2021-01-08
Virginia,COLLEGE OF WILLIAM AND MARY,Title IX - Single Sex Scholarships,2023-02-24
Virginia,COLLEGE OF WILLIAM AND MARY,Title VI - Others,2023-02-24
Virginia,ECPI UNIVERSITY,Disability - Denial of Benefits,2020-04-21
Virginia,ECPI UNIVERSITY,Title VI - Denial of Benefits,2022-06-30
Virginia,ECPI UNIVERSITY,Title VI - Others,2022-06-30
Virginia,ECPI UNIVERSITY,Title VI - Retaliation,2022-06-30
Virginia,GEORGE MASON UNIVERSITY,Title VI - Racial Harassment,2023-02-13
Virginia,GEORGE MASON UNIVERSITY,Title IX - Gender Harassment,2023-02-13
Virginia,GEORGE MASON UNIVERSITY,Title IX - Sexual Violence,2016-09-12
Virginia,GEORGE MASON UNIVERSITY,Title IX - Single Sex Campus Programs,2022-12-12
Virginia,FERRUM COLLEGE,Title IX - Denial of Benefits,2022-04-04
Virginia,FERRUM COLLEGE,Title IX - Procedural Requirements,2022-04-04
Virginia,FERRUM COLLEGE,Title IX - Retaliation,2022-04-04
Virginia,GEORGE MASON UNIVERSITY,Disability - Academic Adjustments,2023-04-20
Virginia,GEORGE MASON UNIVERSITY,Disability - Disability Harassment,2023-02-13
Virginia,GEORGE MASON UNIVERSITY,Disability - Retaliation,2023-02-13
Virginia,GEORGE MASON UNIVERSITY,Title VI - National Origin Discrimination Involving Religion,2023-12-22
Virginia,HAMPTON UNIVERSITY,Disability - Academic Adjustments,2019-10-31
Virginia,HAMPTON UNIVERSITY,Disability - Accessibility,2019-10-31
Virginia,HAMPTON UNIVERSITY,Disability - Accessibility,2022-12-14
Virginia,HAMPTON UNIVERSITY,Disability - Denial of Benefits,2019-10-31
Virginia,HAMPTON UNIVERSITY,Disability - Resource Comparability,2022-01-11
Virginia,HAMPTON UNIVERSITY,Title IX - Retaliation,2022-06-13
Virginia,HAMPTON UNIVERSITY,Title IX - Sexual Violence,2017-08-31
Virginia,HAMPTON UNIVERSITY,Title IX - Sexual Violence,2021-08-12
Virginia,HAMPTON UNIVERSITY,Title IX - Sexual Violence,2022-06-13
Virginia,HAMPTON UNIVERSITY,Title VI - Denial of Benefits,2017-08-31
Virginia,HAMPTON UNIVERSITY,Title IX - Retaliation,2019-11-25
Virginia,HAMPTON UNIVERSITY,Disability - Academic Adjustments,2023-05-05
Virginia,JOHN TYLER COMMUNITY COLLEGE,Title VI - Discipline,2023-01-11
Virginia,JOHN TYLER COMMUNITY COLLEGE,Title IX - Denial of Benefits,2023-01-11
Virginia,JAMES MADISON UNIVERSITY,Title IX - Single Sex Campus Programs,2022-07-15
Virginia,JAMES MADISON UNIVERSITY,Title IX - Single Sex Scholarships,2022-07-15
Virginia,LIBERTY UNIVERSITY,Disability - Academic Adjustments,2024-02-02
Virginia,LIBERTY UNIVERSITY,Title VI - Retaliation,2015-06-03
Virginia,LIBERTY UNIVERSITY,Title IX - Procedural Requirements,2020-06-03
Virginia,LIBERTY UNIVERSITY,Title IX - Retaliation,2015-06-03
Virginia,LIBERTY UNIVERSITY,Title IX - Retaliation,2024-02-02
Virginia,LIBERTY UNIVERSITY,Title IX - Retaliation,2024-02-16
Virginia,LIBERTY UNIVERSITY,Title IX - Sexual Harassment,2024-02-02
Virginia,MARYMOUNT UNIVERSITY,Disability - Academic Adjustments,2022-12-08
Virginia,MARYMOUNT UNIVERSITY,Disability - Retaliation,2022-12-08
Virginia,MARYMOUNT UNIVERSITY,Title IX - Gender Harassment,2023-07-27
Virginia,MARYMOUNT UNIVERSITY,Title IX - Others,2023-07-27
Virginia,MARYMOUNT UNIVERSITY,Title IX - Single Sex Scholarships,2021-11-22
Virginia,MOUNTAIN GATEWAY COMMUNITY COLLEGE,Disability - Denial of Benefits,2023-12-13
Virginia,MOUNTAIN GATEWAY COMMUNITY COLLEGE,Disability - Retaliation,2023-12-13
Virginia,NORFOLK STATE UNIVERSITY,Title IX - Others,2022-10-04
Virginia,NORTHERN VIRGINIA COMMUNITY COLLEGE,Disability - Academic Adjustments,2022-06-15
Virginia,NORTHERN VIRGINIA COMMUNITY COLLEGE,Disability - Denial of Benefits,2023-01-20
Virginia,NORTHERN VIRGINIA COMMUNITY COLLEGE,Disability - Others,2024-01-10
Virginia,NORTHERN VIRGINIA COMMUNITY COLLEGE,Title IX - Athletics,2022-07-22
Virginia,NORTHERN VIRGINIA COMMUNITY COLLEGE,Title IX - Retaliation,2021-06-22
Virginia,NORFOLK STATE UNIVERSITY,Disability - Academic Adjustments,2023-04-11
Virginia,NORFOLK STATE UNIVERSITY,Disability - Denial of Benefits,2022-11-15
Virginia,NORFOLK STATE UNIVERSITY,Disability - Retaliation,2022-09-13
Virginia,NORFOLK STATE UNIVERSITY,Title VI - Denial of Benefits,2016-06-13
Virginia,NORFOLK STATE UNIVERSITY,Title VI - Denial of Benefits,2024-01-11
Virginia,NORFOLK STATE UNIVERSITY,Title VI - Racial Harassment,2023-09-07
Virginia,NORFOLK STATE UNIVERSITY,Title VI - Retaliation,2023-09-07
Virginia,NORFOLK STATE UNIVERSITY,Title IX - Gender Harassment,2023-09-07
Virginia,PAUL D CAMP COMMUNITY COLLEGE,Title IX - Denial of Benefits,2023-12-11
Virginia,PAUL D CAMP COMMUNITY COLLEGE,Title IX - Retaliation,2023-12-11
Virginia,OLD DOMINION UNIVERSITY,Title IX - Others,2022-11-09
Virginia,OLD DOMINION UNIVERSITY,Title IX - Single Sex Scholarships,2020-05-13
Virginia,PAUL D CAMP COMMUNITY COLLEGE,Disability - Denial of Benefits,2023-12-11
Virginia,OLD DOMINION UNIVERSITY,Title VI - Others,2022-11-09
Virginia,PAUL D CAMP COMMUNITY COLLEGE,Disability - Disability Harassment,2023-12-11
Virginia,RADFORD UNIVERSITY,Title IX - Single Sex Scholarships,2022-08-22
Virginia,RANDOLPH COLLEGE,Title IX - Procedural Requirements,2019-02-05
Virginia,RANDOLPH COLLEGE,Title IX - Retaliation,2019-01-09
Virginia,REGENT UNIVERSITY SCHOOL OF LAW,Title IX - Denial of Benefits,2022-05-24
Virginia,REGENT UNIVERSITY SCHOOL OF LAW,Title IX - Gender Harassment,2022-05-24
Virginia,RANDOLPH COLLEGE,Title IX - Sexual Violence,2019-01-09
Virginia,REGENT UNIVERSITY,Disability - Academic Adjustments,2022-05-20
Virginia,REGENT UNIVERSITY,Disability - Academic Adjustments,2023-09-29
Virginia,REGENT UNIVERSITY,Disability - Disability Harassment,2023-09-29
Virginia,REGENT UNIVERSITY,Disability - Retaliation,2023-09-29
Virginia,REGENT UNIVERSITY,Title IX - Others,2022-02-16
Virginia,SHENANDOAH UNIVERSITY,Title VI - Denial of Benefits,2022-12-16
Virginia,SHENANDOAH UNIVERSITY,Title VI - Denial of Benefits,2023-09-20
Virginia,SHENANDOAH UNIVERSITY,Title VI - Retaliation,2022-12-16
Virginia,SHENANDOAH UNIVERSITY,Title IX - Sexual Harassment,2022-12-16
Virginia,SHENANDOAH UNIVERSITY,Disability - Denial of Benefits,2023-09-20
Virginia,STRAYER UNIVERSITY-LOUDOUN CAMPUS,Title IX - Retaliation,2021-05-19
Virginia,SWEET BRIAR COLLEGE,Title VI - Denial of Benefits,2023-05-10
Virginia,SWEET BRIAR COLLEGE,Title IX - Sexual Harassment,2023-05-10
Virginia,TIDEWATER COMMUNITY COLLEGE,Disability - Accessibility,2023-02-10
Virginia,TIDEWATER COMMUNITY COLLEGE,Disability - Service Animal,2023-12-08
Virginia,UNIVERSITY OF LYNCHBURG,Title IX - Procedural Requirements,2022-03-23
Virginia,UNIVERSITY OF LYNCHBURG,Title IX - Sexual Harassment,2022-03-23
Virginia,UNIVERSITY OF LYNCHBURG,Title IX - Sexual Violence,2022-03-23
Virginia,UNIVERSITY OF MARY WASHINGTON,Disability - Accessibility,2022-04-08
Virginia,STRAYER UNIVERSITY-LOUDOUN CAMPUS,Disability - Disability Harassment,2021-05-19
Virginia,STRAYER UNIVERSITY-LOUDOUN CAMPUS,Age - Discrimination Prohibited,2021-05-19
Virginia,STRAYER UNIVERSITY-LOUDOUN CAMPUS,Title IX - Gender Harassment,2021-05-19
Virginia,UNIVERSITY OF VIRGINIA-MAIN CAMPUS,Title IX - Single Sex Scholarships,2020-09-17
Virginia,UNIVERSITY OF VIRGINIA-MAIN CAMPUS,Title IX - Single Sex Scholarships,2022-12-09
Virginia,UNIVERSITY OF VIRGINIA-MAIN CAMPUS,Title IX - Sexual Harassment,2022-09-12
Virginia,UNIVERSITY OF VIRGINIA-MAIN CAMPUS,Title IX - Sexual Violence,2018-02-08
Virginia,UNIVERSITY OF VIRGINIA-MAIN CAMPUS,Title IX - Sexual Violence,2019-04-29
Virginia,UNIVERSITY OF VIRGINIA-MAIN CAMPUS,Title IX - Single Sex Campus Programs,2020-09-17
Virginia,UNIVERSITY OF MARY WASHINGTON,Title IX - Sexual Violence,2016-11-30
Virginia,UNIVERSITY OF VIRGINIA-MAIN CAMPUS,Disability - Retaliation,2023-10-12
Virginia,UNIVERSITY OF VIRGINIA-MAIN CAMPUS,Title VI - National Origin Discrimination Involving Religion,2023-12-29
Virginia,UNIVERSITY OF VIRGINIA-MAIN CAMPUS,Title IX - Single Sex Campus Programs,2022-12-09
Virginia,UNIVERSITY OF VIRGINIA-MAIN CAMPUS,Title IX - Single Sex Campus Programs,2022-12-13
Virginia,VIRGINIA COMMONWEALTH UNIVERSITY,Title IX - Sexual Violence,2022-08-12
Virginia,VIRGINIA COMMONWEALTH UNIVERSITY,Title IX - Single Sex Scholarships,2020-06-08
Virginia,VIRGINIA PENINSULA COMMUNITY COLLEGE,Title IX - Sexual Harassment,2023-12-18
Virginia,VIRGINIA POLYTECHNIC INSTITUTE AND STATE UNIV,Disability - Academic Adjustments,2022-11-10
Virginia,VIRGINIA POLYTECHNIC INSTITUTE AND STATE UNIV,Title IX - Others,2020-04-03
Virginia,VIRGINIA POLYTECHNIC INSTITUTE AND STATE UNIV,Title IX - Retaliation,2022-06-27
Virginia,VIRGINIA UNIVERSITY OF LYNCHBURG,Disability - Academic Adjustments,2024-01-03
Virginia,VIRGINIA UNIVERSITY OF LYNCHBURG,Disability - Denial of Benefits,2024-01-03
Virginia,VIRGINIA POLYTECHNIC INSTITUTE AND STATE UNIV,Title VI - Retaliation,2020-12-30
Virginia,VIRGINIA POLYTECHNIC INSTITUTE AND STATE UNIV,Title VI - Retaliation,2021-06-09
Virginia,VIRGINIA POLYTECHNIC INSTITUTE AND STATE UNIV,Title IX - Gender Harassment,2022-11-10
Virginia,VIRGINIA UNIVERSITY OF LYNCHBURG,Disability - Retaliation,2024-01-03
Virginia,VIRGINIA POLYTECHNIC INSTITUTE AND STATE UNIV,Title VI - Others,2023-07-05
Virginia,VIRGINIA POLYTECHNIC INSTITUTE AND STATE UNIV,Title VI - Racial Harassment,2020-12-30
Virginia,VIRGINIA COMMONWEALTH UNIVERSITY,Title VI - Denial of Benefits,2022-08-12
Virginia,VIRGINIA COMMONWEALTH UNIVERSITY,Title IX - Denial of Benefits,2022-08-12
Virginia,VIRGINIA COMMONWEALTH UNIVERSITY,Title IX - Retaliation,2022-08-12
Washington,COLUMBIA BASIN COLLEGE,Disability - Academic Adjustments,2023-05-31
Washington,COMMUNITY COLLEGES OF SPOKANE,Disability - Academic Adjustments,2022-07-15
Washington,COMMUNITY COLLEGES OF SPOKANE,Disability - Retaliation,2022-07-15
Washington,EASTERN WASHINGTON UNIVERSITY,Disability - Retaliation,2022-09-02
Washington,EASTERN WASHINGTON UNIVERSITY,Disability - Treatment of Postsecondary Students,2022-09-02
Washington,COLUMBIA BASIN COLLEGE,Disability - Academic Adjustments,2023-02-13
Washington,CENTRALIA COLLEGE,Disability - Academic Adjustments,2023-02-13
Washington,CLARK COLLEGE,Title IX - Athletics,2023-12-06
Washington,BATES TECHNICAL COLLEGE,Title IX - Admissions,2021-12-03
Washington,BIG BEND CC,Disability - Academic Adjustments,2023-02-13
Washington,LOWER COLUMBIA COLLEGE,Disability - Academic Adjustments,2023-02-13
Washington,GONZAGA UNIVERSITY,Disability - Retaliation,2022-01-10
Washington,HIGHLINE COLLEGE,Disability - Retaliation,2023-09-13
Washington,GONZAGA UNIVERSITY,Disability - Academic Adjustments,2022-01-10
Washington,NORTHWEST COLLEGE OF ART AND DESIGN,Disability - Admissions and Recruitment,2023-09-14
Washington,PACIFIC LUTHERAN UNIVERSITY,Title VI - National Origin Discrimination Involving Religion,2024-02-12
Washington,PIMA MEDICAL INSTITUTE-SEATTLE,Disability - Academic Adjustments,2022-10-06
Washington,OLYMPIC COLLEGE,Title IX - Single Sex Scholarships,2023-05-04
Washington,PIMA MEDICAL INSTITUTE-SEATTLE,Title VI - Retaliation,2022-10-06
Washington,PIMA MEDICAL INSTITUTE-SEATTLE,Disability - Denial of Benefits,2022-10-06
Washington,PIMA MEDICAL INSTITUTE-SEATTLE,Disability - Retaliation,2022-10-06
Washington,SEATTLE UNIVERSITY,Disability - Academic Adjustments,2020-10-22
Washington,SEATTLE UNIVERSITY,Disability - Accessibility,2020-10-22
Washington,SEATTLE UNIVERSITY,Disability - Accessibility - Website/Online Courses,2020-10-22
Washington,SEATTLE UNIVERSITY,Disability - Retaliation,2022-06-01
Washington,SEATTLE UNIVERSITY,Disability - Treatment of Postsecondary Students,2022-06-01
